judet,totalsomeridincare:,farastudii,invatamantprimar,invatamantgimnazial,invatamantliceal,invatamantposticeal,invatamantprofesional/artesimeserii,invatamantuniversitar,origin,judet.1,numartotalsomeri,numartotalsomerifemei,numartotalsomeribarbati,numartotalsomeridinmediulurban,numarsomerifemeidinmediulurban,numarsomeribarbatidinmediulurban,numartotalsomeridinmediulrural,numarsomerifemeidinmediulrural,numarsomeribarbatidinmediulrural,origin.1,judet.2,numartotalsomeri.1,numartotalsomerifemei.1,numartotalsomeribarbati.1,numarsomeriindemnizati,numarsomerineindemnizati,ratasomajului(%),ratasomajuluifeminina(%),ratasomajuluimasculina(%),origin.2,judet.3,total,sub25ani,2529ani,3039ani,4049ani,5055ani,peste55ani,origin.3,year,month,yearmonth
arad,2348,425,254,644,584,24,250,167,22-10-educatie,arad,2348,1228,1120,914,513,401,1434,715,719,22-10-medii,arad,2348,1228,1120,741,1607,1.24,1.48,1.04,22-10-rata,arad,2348,375,103,277,522,544,527,22-10-varsta,2022,10,202210
arges,8082,421,1954,2608,1468,119,1164,348,22-10-educatie,arges,8082,3911,4171,1329,799,530,6753,3112,3641,22-10-medii,arges,8082,3911,4171,1684,6398,3.56,3.79,3.37,22-10-rata,arges,8082,1096,520,1414,2063,1616,1373,22-10-varsta,2022,10,202210
bacau,5277,373,833,1986,1059,55,771,200,22-10-educatie,bacau,5277,2353,2924,1913,943,970,3364,1410,1954,22-10-medii,bacau,5277,2353,2924,1263,4014,2.84,2.99,2.74,22-10-rata,bacau,5277,884,324,664,1249,1086,1070,22-10-varsta,2022,10,202210
bihor,2859,265,538,663,667,82,349,295,22-10-educatie,bihor,2859,1549,1310,794,453,341,2065,1096,969,22-10-medii,bihor,2859,1549,1310,1030,1829,1.22,1.49,1.01,22-10-rata,bihor,2859,483,170,379,659,474,694,22-10-varsta,2022,10,202210
bistrita,4677,258,479,1454,1303,72,858,253,22-10-educatie,bistrita,4677,2376,2301,1498,832,666,3179,1544,1635,22-10-medii,bistrita,4677,2376,2301,1302,3375,4.16,4.88,3.61,22-10-rata,bistrita,4677,897,311,474,1074,1005,916,22-10-varsta,2022,10,202210
botosani,3305,159,610,1257,686,39,478,76,22-10-educatie,botosani,3305,1561,1744,1025,498,527,2280,1063,1217,22-10-medii,botosani,3305,1561,1744,639,2666,3.07,3.15,3.0,22-10-rata,botosani,3305,592,118,328,709,704,854,22-10-varsta,2022,10,202210
braila,3447,432,787,1229,384,49,454,112,22-10-educatie,braila,3447,1528,1919,884,463,421,2563,1065,1498,22-10-medii,braila,3447,1528,1919,345,3102,3.2,3.18,3.23,22-10-rata,braila,3447,575,282,404,784,537,865,22-10-varsta,2022,10,202210
brasov,5352,726,1583,1621,739,38,405,240,22-10-educatie,brasov,5352,2538,2814,1599,863,736,3753,1675,2078,22-10-medii,brasov,5352,2538,2814,682,4670,2.13,2.32,1.98,22-10-rata,brasov,5352,1148,456,964,1135,811,838,22-10-varsta,2022,10,202210
bucuresti,12963,23,70,2315,4811,425,2140,3179,22-10-educatie,buc,12963,6718,6245,12963,6718,6245,0,0,0,22-10-medii,buc,12963,6718,6245,1192,11771,1.06,1.09,1.02,22-10-rata,buc,12963,205,1199,2858,3533,2944,2224,22-10-varsta,2022,10,202210
buzau,7346,781,1785,2540,978,44,1109,109,22-10-educatie,buzau,7346,3116,4230,1239,652,587,6107,2464,3643,22-10-medii,buzau,7346,3116,4230,826,6520,5.18,4.93,5.37,22-10-rata,buzau,7346,690,273,968,1845,1803,1767,22-10-varsta,2022,10,202210
calarasi,3425,342,769,1079,680,28,413,114,22-10-educatie,calarasi,3425,1705,1720,950,501,449,2475,1204,1271,22-10-medii,calarasi,3425,1705,1720,535,2890,4.67,5.21,4.24,22-10-rata,calarasi,3425,541,137,656,873,591,627,22-10-varsta,2022,10,202210
caras,2320,275,368,533,680,35,293,136,22-10-educatie,caras,2320,1085,1235,924,474,450,1396,611,785,22-10-medii,cara?,2320,1085,1235,855,1465,2.56,2.89,2.32,22-10-rata,caras,2320,352,124,337,531,507,469,22-10-varsta,2022,10,202210
cluj,4238,652,831,1012,687,83,667,306,22-10-educatie,cluj,4238,2173,2065,1647,1005,642,2591,1168,1423,22-10-medii,cluj,4238,2173,2065,921,3317,1.21,1.41,1.05,22-10-rata,cluj,4238,531,248,739,1015,897,808,22-10-varsta,2022,10,202210
constanta,5453,779,913,1284,1483,88,584,322,22-10-educatie,constanta,5453,3264,2189,2478,1645,833,2975,1619,1356,22-10-medii,constanta,5453,3264,2189,1572,3881,2.0,2.85,1.39,22-10-rata,constanta,5453,1104,363,702,1143,834,1307,22-10-varsta,2022,10,202210
covasna,3264,411,1051,597,809,21,294,81,22-10-educatie,covasna,3264,1538,1726,1028,520,508,2236,1018,1218,22-10-medii,covasna,3264,1538,1726,373,2891,4.2,4.51,3.95,22-10-rata,covasna,3264,1229,260,455,588,389,343,22-10-varsta,2022,10,202210
dambovita,4667,429,1122,1629,773,31,515,168,22-10-educatie,dambovita,4667,2395,2272,698,396,302,3969,1999,1970,22-10-medii,dambovita,4667,2395,2272,945,3722,2.84,3.68,2.29,22-10-rata,dambovita,4667,827,369,649,1044,850,928,22-10-varsta,2022,10,202210
dolj,16408,818,4783,5260,3372,138,1653,384,22-10-educatie,dolj,16408,7163,9245,2259,1194,1065,14149,5969,8180,22-10-medii,dolj,16408,7163,9245,1375,15033,7.29,7.27,7.31,22-10-rata,dolj,16408,2464,1369,2354,3976,3252,2993,22-10-varsta,2022,10,202210
galati,9317,1087,1815,3137,1799,79,1088,312,22-10-educatie,galati,9317,4339,4978,1839,976,863,7478,3363,4115,22-10-medii,galati,9317,4339,4978,947,8370,5.62,5.95,5.36,22-10-rata,galati,9317,2071,777,939,2024,1545,1961,22-10-varsta,2022,10,202210
giurgiu,2186,224,290,949,535,11,126,51,22-10-educatie,giurgiu,2186,1199,987,528,324,204,1658,875,783,22-10-medii,giurgiu,2186,1199,987,301,1885,3.39,4.24,2.73,22-10-rata,giurgiu,2186,464,211,234,474,485,318,22-10-varsta,2022,10,202210
gorj,4263,0,464,1238,1320,79,923,239,22-10-educatie,gorj,4263,2133,2130,1362,784,578,2901,1349,1552,22-10-medii,gorj,4263,2133,2130,1046,3217,3.57,3.89,3.3,22-10-rata,gorj,4263,790,267,520,909,956,821,22-10-varsta,2022,10,202210
harghita,5017,800,1497,975,993,54,515,183,22-10-educatie,harghita,5017,2387,2630,1501,770,731,3516,1617,1899,22-10-medii,harghita,5017,2387,2630,942,4075,4.23,4.8,3.82,22-10-rata,harghita,5017,1189,403,937,1099,705,684,22-10-varsta,2022,10,202210
hunedoara,6278,502,810,1592,1800,120,1007,447,22-10-educatie,hunedoara,6278,3387,2891,4235,2309,1926,2043,1078,965,22-10-medii,hunedoara,6278,3387,2891,1955,4323,4.03,4.87,3.36,22-10-rata,hunedoara,6278,917,439,986,1612,1372,952,22-10-varsta,2022,10,202210
ialomita,3619,377,891,1307,470,35,499,40,22-10-educatie,ialomita,3619,1721,1898,935,466,469,2684,1255,1429,22-10-medii,ialomita,3619,1721,1898,500,3119,4.64,4.97,4.37,22-10-rata,ialomita,3619,539,257,448,779,640,956,22-10-varsta,2022,10,202210
iasi,8338,537,1748,2655,1179,109,1870,240,22-10-educatie,iasi,8338,3784,4554,1219,651,568,7119,3133,3986,22-10-medii,iasi,8338,3784,4554,796,7542,3.11,3.09,3.13,22-10-rata,iasi,8338,1075,316,1052,2090,1706,2099,22-10-varsta,2022,10,202210
ilfov,839,100,242,180,177,11,61,68,22-10-educatie,ilfov,839,507,332,178,112,66,661,395,266,22-10-medii,ilfov,839,507,332,240,599,0.41,0.62,0.27,22-10-rata,ilfov,839,205,58,117,187,162,110,22-10-varsta,2022,10,202210
maramures,3397,130,722,963,783,83,504,212,22-10-educatie,maramures,3397,1735,1662,1627,852,775,1770,883,887,22-10-medii,maramures,3397,1735,1662,1082,2315,1.93,2.2,1.72,22-10-rata,maramures,3397,765,282,561,766,545,478,22-10-varsta,2022,10,202210
